FileName,Year,Month,Day,Region,Village,Informant_gender,Informant_age,Informant_name,Informant_tools_bait,Gender_taking_species,Ocean_location,Tools_bait,Scientific name,Harvest_pressures,Price_kilo,Local name,Time,Notes,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L,,Thalassoma hebraicum,1,3000,Tsobibike,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L,,Thalassoma lunare,1,3000,Tsobibike,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L,,Anampses lineatus,1,3000,Lemevola,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L,,Coris caudimacula,1,3000,Leme,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L,,Coris cuvieri,1,3000,Leme,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,R,,Gomphosus caeruleus,1,3000,Leme,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L/D,,Halichoeres cosmetus,1,3000,Fiambola,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",,,,Labroides bicolor,4,,,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",,,,Labroides dimidiatus,4,,,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Macropharyngodon vivienae,1,3000,Gonoke,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Pseudocheilinus hexataenia,1,3000,Angy soritse,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Epibulus insidiator,1,3000,Lemevola,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Hemigymnus fasciatus,3,,Varehazo,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Hemigymnus melapterus,3,,Besony,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L,,Cheilinus fasciatus,1,4000,Vorokake,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L,,Cheilinus oxycephalus,1,4000,Fiambondro,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L,,Cheilinus trilobatus,1,4000,Fiambondro,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",,,,Cheilinus undulatus,4,,,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,R,,Labrichthys unilineatus,1,3000,Lemevola,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Oxycheilinus bimaculatus,1,4000,Fiambondro,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Oxycheilinus digramma,1,4000,Leme,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Pseudocheilinus evanidus,3,,,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Pteragogus flagellifera,1,3000,Fiambondro,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L/D,,Acanthurus nigricauda,1,2500,Angy fotiohy,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L/D,,Acanthurus blochii,1,2500,Angy koala,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L/D,,Acanthurus dussumieri,1,2500,Angy sisy,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L/D,,Acanthurus xanthopterus,1,2500,Angy koala,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L/D,,Zebrasoma gemmatum,1,2500,Erotse,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,R,,Ctenochaetus striatus,1,2500,Anginkara,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Acanthurus lineatus,1,2500,Madarasy,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",,,,Acanthurus guttatus,4,,,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L/D,,Acanthurus mata,1,2500,Angy resisike,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L/D,,Acanthurus thompsoni,1,2500,Angy,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L/D,,Acanthurus tennenti,1,2500,Fotihohy,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L/D,,Acanthurus triostegus,1,2500,Anjarame,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L/D,,Zebrasoma desjardinii,1,2500,Erotse,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L/D,,Zebrasoma veliferum,1,2500,Erotse,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L/D,,Acanthurus leucosternon,1,2500,Koly,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L/D,,Acanthurus nigrofuscus,1,2500,Angy mainte,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",,,,Ctenochaetus binotatus,4,,,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L/D,,Ctenochaetus truncatus,1,2500,Angy,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L/D,,Zebrasoma scopas,1,2500,Oritse,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L/D,,Naso brevirostris,1,2500,Ampozo,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Naso fageni,1,2500,Ambory,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Naso hexacanthus,1,2500,Fiantafa,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Naso tuberosus,1,2500,Ambory,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Naso vlamingii,1,2500,Ampozo,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Naso annulatus,1,2500,Ampozo,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Naso brachycentron,1,2500,Fiantsifanaombe,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",,D,,Naso unicornis,1,2500,Fiantsifa,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",,D,,Naso lituratus,1,2500,Koly,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",,L/D/R,,Amblyglyphidodon leucogaster,1,2500,Fitse,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",,R,,Amphiprion akallopisos,3,,Leme,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",,L,,Amphiprion latifasciatus,3,,Leme,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Chromis atripectoralis,1,1500,Fitse,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Chromis dimidiata,1,1500,Fitse,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Chromis lepidolepis,1,1500,Fitse,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L,,Chromis leucura,1,1500,Godogodoke,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L,,Chromis nigrura,1,2500,Leme,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L,,Chromis opercularis,1,2500,Fitse,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L,,Chromis ternatensis,1,2500,Fitse,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,R,,Dascyllus aruanus,1,1500,Godogodoke,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,R,,Dascyllus carneus,1,1500,Godogodoke,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,R,,Dascyllus trimaculatus,1,1500,Godogodoke,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,R,,Neopomacentrus azysron,1,2500,Fitse lava,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,R,,Plectroglyphidodon lacrymatus,1,1500,Godogodoke,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,R,,Pomacentrus baenschi,1,1500,Godogodoke,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,R,,Pomacentrus caeruleopunctatus,1,1500,Godogodoke,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,R,,Pomacentrus caeruleus,1,1500,Godogodoke,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,R,,Pomacentrus pavo,1,1500,Fitse,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L/D,,Pomacentrus sulfureus,1,1500,Godogodoke,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,R,,Pomacentrus trilineatus,1,1500,Godogodoke,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L,,Pristotis obtusirostris,1,1500,Fitse,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L,,Abudefduf sexfasciatus,1,1500,Fitse fepetse,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L,,Abudefduf sordidus,1,1500,Fitse,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L,,Abudefduf sparoides,1,1500,Fitse,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L,,Abudefduf vaigiensis,1,1500,Fitse,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L,,Chromis nigroanalis,1,1500,Besisike,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L,,Chromis viridis,1,1500,Besisike,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L,,Chromis weberi,1,1500,Fitse,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L,,Chrysiptera biocellata,1,1500,Godogodoke,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L,,Neoglyphidodon melas,1,1500,Godogodoke,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,R,,Plectroglyphidodon dickii,1,1500,Godogodoke,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L,,Plectroglyphidodon johnstonianus,1,1500,Fitse,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,R,,Stegastes fasciolatus,1,1500,Godogodoke,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,R,,Stegastes nigricans,1,1500,Godogodoke,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,L/D,,Calotomus spinidens,1,2500,Bodoloha,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Cetoscarus bicolor,1,2500,Bodoloha bole,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Chlorurus atrilunula,1,2500,Bodoloha bole,,,,,,,,,,,,,,,,,,,,,,
2024_SW Toera_Beholoke_March_Fish_M_68,2024,March,21,SW Toera,Beholoke,M,68,,"harato,Vinta,Basimpia,Voloso,Palangy",M,D,,Chlorurus sordidus,1,2500,Bodoloha bole,,,,,,,,,,,,,,,,,,,,,,
